timestamp,equipment_id,fault_code,description,severity,action_taken,downtime_hours,technician
2025-06-11T04:20:00,BOF-001,BOF-F005,Tap hole blockage,medium,Tightened connections and re-sealed,23.3,Tech-502
2025-06-11T12:52:00,RM-002,RM-F003,Roll surface spalling,high,Replaced cooling element,34.3,Tech-137
2025-06-11T23:17:00,BF-002,BF-F004,Hearth erosion detected,critical,Realigned coupling assembly,67.4,Tech-477
2025-06-12T01:25:00,BOF-001,BOF-F002,Lance tip erosion,high,Performed emergency repair,63.2,Tech-986
2025-06-12T03:18:00,CC-002,CC-F001,Breakout event,critical,Performed emergency repair,55.1,Tech-379
2025-06-13T06:05:00,CC-002,CC-F001,Breakout event,critical,Cleaned and flushed system,52.0,Tech-600
2025-06-15T09:54:00,BOF-002,BOF-F003,Trunnion bearing overheating,high,Performed emergency repair,18.4,Tech-750
2025-06-15T20:28:00,BOF-001,BOF-F004,Slopping event,medium,Applied temporary fix; permanent repair scheduled,13.5,Tech-699
2025-06-20T15:56:00,RM-001,RM-F004,Hydraulic oil contamination,medium,Adjusted operating parameters,61.4,Tech-579
2025-06-21T10:44:00,LF-002,LF-F004,Roof water leak,critical,Recalibrated sensors,29.7,Tech-407
2025-06-23T01:42:00,CC-002,CC-F006,Spray nozzle blockage,low,Replaced bearing assembly,63.2,Tech-732
2025-06-23T08:52:00,BOF-002,BOF-F005,Tap hole blockage,medium,Replaced bearing assembly,19.6,Tech-506
2025-06-24T19:27:00,BOF-001,BOF-F003,Trunnion bearing overheating,high,Cleaned and flushed system,66.9,Tech-873
2025-06-25T08:35:00,LF-001,LF-F004,Roof water leak,critical,Replaced damaged component,49.1,Tech-217
2025-06-27T11:27:00,RM-002,RM-F004,Hydraulic oil contamination,medium,Realigned coupling assembly,39.9,Tech-460
2025-06-27T17:38:00,CC-001,CC-F006,Spray nozzle blockage,low,Replaced bearing assembly,68.4,Tech-553
2025-06-29T04:08:00,CC-001,CC-F001,Breakout event,critical,Replaced filter cartridge,34.5,Tech-662
2025-06-29T22:14:00,BOF-001,BOF-F004,Slopping event,medium,Replaced cooling element,40.4,Tech-784
